Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,close,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
RELIANCE,EQ,19-May-21,1987.95,1980,2016.45,1972,1993,1997.05,1998.55,7530294,15049677721,198257,2310132,30.68
RELIANCE,EQ,20-May-21,1997.05,1997.9,2010.9,1981,1982,1985.4,1991.75,5271497,10499527490,158144,2175806,41.27
RELIANCE,EQ,21-May-21,1985.4,1992,2009.6,1986,1999.6,2002.55,1999.87,4977555,9954441992,182141,1909912,38.37
RELIANCE,EQ,24-May-21,2002.55,2008,2009.8,1982,1985.05,1985.65,1994.09,3946636,7869936695,130059,1599399,40.53
RELIANCE,EQ,25-May-21,1985.65,1996.4,1997,1960,1964,1963.15,1974.34,6821015,13466976071,208558,4040447,59.24
RELIANCE,EQ,26-May-21,1963.15,1975,1979.5,1965.3,1967,1970.05,1972.33,3452113,6808700909,118469,1452399,42.07
RELIANCE,EQ,27-May-21,1970.05,1970.3,1993,1962.25,1990,1976.1,1977.57,12377100,24476588080,219255,7857043,63.48
RELIANCE,EQ,28-May-21,1976.1,1990,2105,1990,2094.45,2094.8,2067.42,26060864,53878791590,642384,7383808,28.33
RELIANCE,EQ,31-May-21,2094.8,2102,2191.7,2085.05,2153.5,2160.3,2154.29,27285782,58781421579,624166,7125331,26.11
RELIANCE,EQ,01-Jun-21,2160.3,2166,2202,2146.5,2164.3,2168.9,2176.52,12928379,28138892609,390299,3398513,26.29
RELIANCE,EQ,02-Jun-21,2168.9,2157,2209.5,2157,2207,2201.25,2178.64,11366816,24764187585,258490,5460571,48.04
RELIANCE,EQ,03-Jun-21,2201.25,2221,2250,2196.1,2208,2209.65,2221.49,11064116,24578878323,341728,3241763,29.3
RELIANCE,EQ,04-Jun-21,2209.65,2214.8,2216.45,2184.25,2186.9,2190.5,2197.67,6677278,14674474226,219435,2770956,41.5
RELIANCE,EQ,07-Jun-21,2190.5,2202,2242,2185,2225.05,2227.4,2214.78,7539326,16697958782,227808,2439654,32.36
RELIANCE,EQ,08-Jun-21,2227.4,2226.6,2227.15,2198.15,2211.5,2214.6,2213.34,4464889,9882332306,147771,1548468,34.68
RELIANCE,EQ,09-Jun-21,2214.6,2219,2221,2157.95,2178,2175,2189.57,5265326,11528803336,167739,1817182,34.51
RELIANCE,EQ,10-Jun-21,2175,2193.4,2230,2177.55,2184.8,2183,2199.39,6532832,14368272855,215752,1927662,29.51
RELIANCE,EQ,11-Jun-21,2183,2182.9,2228,2180.1,2215.8,2213.15,2214.24,6351520,14063817595,226319,1955394,30.79
RELIANCE,EQ,14-Jun-21,2213.15,2215,2258.25,2195.05,2245,2244.9,2232.14,9383416,20945097795,284426,2698433,28.76
